"","Fecha","1","2","3","4","5","6","7","8","9","10","11","12","18","24"
"V2428",2012-10-15,,,,,,,,,,,,,,
"V2429",2012-10-16,,,12.4499,12.7002,13.5681,,14.1,,,14.6632,,14.9714,,16.9833
"V2430",2012-10-17,,,,,,,,,,,,,,
"V2431",2012-10-18,,,,,,,,,,,,,,
"V2432",2012-10-19,,,,,,,,,,,,,,
"V2433",2012-10-22,,,,,,,,,,,,,,
"V2434",2012-10-23,,,12.57,13.09,13.7846,,14.1337,,,14.64,,14.9329,,16.9424
"V2435",2012-10-24,,,,,,,,,,,,,,
"V2436",2012-10-25,,,,,,,,,,,,,,
"V2437",2012-10-26,,,,,,,,,,,,,,
"V2438",2012-10-29,,,,,,,,,,,,,,
"V2439",2012-10-30,,,12.6901,13.2099,13.8189,14.1754,,,,14.6399,,14.8962,,16.9016
"V2440",2012-10-31,,,,,,,,,,,,,,
"V2441",2012-11-01,,,,,,,,,,,,,,
"V2442",2012-11-02,,,,,,,,,,,,,,
"V2443",2012-11-05,,,12.82,13.2099,13.8001,,14.2683,,,14.609,14.8642,,,16.8619
"V2444",2012-11-07,,,,,,,,,,,,,,
"V2445",2012-11-08,,,,,,,,,,,,,,
"V2446",2012-11-09,,,,,,,,,,,,,,
"V2447",2012-11-12,,,,,,,,,,,,,,
"V2448",2012-11-13,,,12.82,13.2099,,,14.222,,14.578,,14.8323,,,
"V2449",2012-11-14,,,,,,,,,,,,,,
"V2450",2012-11-15,,,,,,,,,,,,,,
"V2451",2012-11-16,,,,,,,,,,,,,,
"V2452",2012-11-19,,,,,,,,,,,,,,
"V2453",2012-11-20,11.3,12.3998,12.9498,13.2099,,14.1,,,14.5457,,14.8006,,,
"V2454",2012-11-21,,,,,,,,,,,,,,
"V2455",2012-11-22,,,,,,,,,,,,,,
"V2456",2012-11-23,,,,,,,,,,,,,,
"V2457",2012-11-27,11.3,12.2853,12.9498,13.3001,,14.011,,,14.555,,14.7687,,,
"V2458",2012-11-28,,,,,,,,,,,,,,
"V2459",2012-11-29,,,,,,,,,,,,,,
"V2460",2012-11-30,,,,,,,,,,,,,,
"V2461",2012-12-03,,,,,,,,,,,,,,
"V2462",2012-12-04,11.5009,,12.82,13.18,13.9893,,,,14.5162,,14.742,,,
"V2463",2012-12-05,,,,,,,,,,,,,,
"V2464",2012-12-06,,,,,,,,,,,,,,
"V2465",2012-12-07,,,,,,,,,,,,,,
"V2466",2012-12-10,,,,,,,,,,,,,,
"V2467",2012-12-11,11.6998,,13.0599,,13.8998,,,14.4808,,,,14.989,,
"V2468",2012-12-12,,,,,,,,,,,,,,
"V2469",2012-12-13,,,,,,,,,,,,,,
"V2470",2012-12-14,,,,,,,,,,,,,,
"V2471",2012-12-17,,,,,,,,,,,,,,
"V2472",2012-12-18,,11.886,12.9199,,13.8001,,,14.4394,,,,14.989,,
"V2473",2012-12-19,,,,,,,,,,,,,,
"V2474",2012-12-20,,,,,,,,,,,,,,
"V2475",2012-12-21,,,,,,,,,,,,,,
"V2476",2012-12-26,,12.0709,,,13.69,,,14.4001,,,,14.9939,,16.9574
"V2477",2012-12-27,,,,,,,,,,,,,,
"V2478",2012-12-28,,,,,,,,,,,,,,
"V2479",2012-12-31,,,,,,,,,,,,,,
"V2480",2013-01-02,,12.0709,12.9199,,,13.9999,,14.5,,,,14.9612,,16.9177
"V2481",2013-01-03,,,,,,,,,,,,,,
"V2482",2013-01-04,,,,,,,,,,,,,,
"V2483",2013-01-07,,,,,,,,,,,,,,
"V2484",2013-01-08,,12.42,13.02,,13.902,,,14.5,,,,14.9343,,16.9969
"V2485",2013-01-09,,,,,,,,,,,,,,
"V2486",2013-01-10,,,,,,,,,,,,,,
"V2487",2013-01-11,,,,,,,,,,,,,,
"V2488",2013-01-14,,,,,,,,,,,,,,
"V2489",2013-01-15,,12.42,12.8699,,,14.0652,,14.4456,,,,15,,16.9574
"V2490",2013-01-16,,,,,,,,,,,,,,
"V2491",2013-01-17,,,,,,,,,,,,,,
"V2492",2013-01-18,,,,,,,,,,,,,,
"V2493",2013-01-21,,,,,,,,,,,,,,
"V2494",2013-01-22,,12.42,12.7201,,,13.976,14.3913,,,,,14.9707,,16.9968
"V2495",2013-01-23,,,,,,,,,,,,,,
"V2496",2013-01-24,,,,,,,,,,,,,,
"V2497",2013-01-25,,,,,,,,,,,,,,
"V2498",2013-01-28,,,,,,,,,,,,,,
"V2499",2013-01-29,,12.0736,12.8302,,,13.8793,14.3913,,,,,14.9402,,16.9968
"V2500",2013-01-30,,,,,,,,,,,,,,
"V2501",2013-02-01,,,,,,,,,,,,,,
"V2502",2013-02-04,,,,,,,,,,,,,,
"V2503",2013-02-05,,,12.8101,13.1006,,13.9432,14.3273,,,,,14.9402,,16.9968
"V2504",2013-02-06,,,,,,,,,,,,,,
"V2505",2013-02-07,,,,,,,,,,,,,,
"V2506",2013-02-08,,,,,,,,,,,,,,
"V2507",2013-02-13,,,12.9099,13.199,,13.8501,14.2633,,,,,15.0138,,16.9581
"V2508",2013-02-14,,,,,,,,,,,,,,
"V2509",2013-02-15,,,,,,,,,,,,,,
"V2510",2013-02-18,,,,,,,,,,,,,,
"V2511",2013-02-19,,12.4599,12.7802,13.1,13.8499,,14.1999,,,,,14.9748,,
"V2512",2013-02-21,,,,,,,,,,,,,,
"V2513",2013-02-22,,,,,,,,,,,,,,
"V2514",2013-02-25,,,,,,,,,,,,,,
"V2515",2013-02-26,,12.8601,13.3001,13.7817,14.2081,,14.6699,,,,,15.45,,
"V2516",2013-02-27,,,,,,,,,,,,,,
"V2517",2013-02-28,,,,,,,,,,,,,,
"V2518",2013-03-01,,,,,,,,,,,,,,
"V2519",2013-03-04,,,,,,,,,,,,,,
"V2520",2013-03-05,,12.96,13.4201,13.6998,14.15,14.593,,,,,,15.5,,
"V2521",2013-03-06,,,,,,,,,,,,,,
"V2522",2013-03-07,,,,,,,,,,,,,,
"V2523",2013-03-08,,,,,,,,,,,,,,
"V2524",2013-03-11,,,,,,,,,,,,,,
"V2525",2013-03-12,,,13.0798,13.5601,14.0599,14.5601,,,15.05,,,15.5,,
"V2526",2013-03-13,,,,,,,,,,,,,,
"V2527",2013-03-14,,,,,,,,,,,,,,
"V2528",2013-03-15,,,,,,,,,,,,,,
"V2529",2013-03-18,,,,,,,,,,,,,,
"V2530",2013-03-19,,,13.4401,,14.1999,,14.6999,,,15.2231,,15.4654,,
"V2531",2013-03-20,,,,,,,,,,,,,,
"V2532",2013-03-21,,,,,,,,,,,,,,
"V2533",2013-03-22,,,,,,,,,,,,,,
"V2534",2013-03-25,,,,,,,,,,,,,,
"V2535",2013-03-26,,,13.4401,,14.1999,,14.6374,,,15.1882,,15.4307,,
"V2536",2013-03-27,,,,,,,,,,,,,,
"V2537",2013-04-03,,,13.3198,14.0732,,14.5827,,,,15.1515,15.3961,,,
"V2538",2013-04-04,,,,,,,,,,,,,,
"V2539",2013-04-05,,,,,,,,,,,,,,
"V2540",2013-04-08,,,,,,,,,,,,,,
"V2541",2013-04-09,,12.8402,13.1998,13.9998,,14.5191,,,,15.1136,15.3611,,,
"V2542",2013-04-10,,,,,,,,,,,,,,
"V2543",2013-04-11,,,,,,,,,,,,,,
"V2544",2013-04-12,,,,,,,,,,,,,,
"V2545",2013-04-15,,,,,,,,,,,,,,
"V2546",2013-04-16,,,13.0798,13.9499,,14.5001,,,15.0739,,,15.4596,,
"V2547",2013-04-17,,,,,,,,,,,,,,
"V2548",2013-04-18,,,,,,,,,,,,,,
"V2549",2013-04-19,,,,,,,,,,,,,,
"V2550",2013-04-22,,,,,,,,,,,,,,
"V2551",2013-04-23,,,13.0798,14.0201,,14.4312,,,15.05,,,15.4299,,
"V2552",2013-04-24,,,,,,,,,,,,,,
"V2553",2013-04-25,,,,,,,,,,,,,,
"V2554",2013-04-26,,,,,,,,,,,,,,
"V2555",2013-04-29,,,,,,,,,,,,,,
"V2556",2013-04-30,,13.4202,13.9701,,14.6473,,15.173,,15.5029,,,15.9254,,
"V2557",2013-05-02,,,,,,,,,,,,,,
"V2558",2013-05-03,,,,,,,,,,,,,,
"V2559",2013-05-06,,,,,,,,,,,,,,
"V2560",2013-05-07,,,14.4901,15.0507,,,15.6278,,15.9676,,,16.4288,,
"V2561",2013-05-08,,,,,,,,,,,,,,
"V2562",2013-05-09,,,,,,,,,,,,,,
"V2563",2013-05-10,,,,,,,,,,,,,,
"V2564",2013-05-13,,,,,,,,,,,,,,
"V2565",2013-05-14,,,14.7199,15.4385,,,16.0701,16.4251,,,,16.9527,,
"V2566",2013-05-15,,,,,,,,,,,,,,
"V2567",2013-05-16,,,,,,,,,,,,,,
"V2568",2013-05-17,,,,,,,,,,,,,,
"V2569",2013-05-20,,,,,,,,,,,,,,
"V2570",2013-05-21,,,14.8399,15.6001,,,16.37,16.8251,,,,17.4526,,
"V2571",2013-05-22,,,,,,,,,,,,,,
"V2572",2013-05-23,,,,,,,,,,,,,,
"V2573",2013-05-24,,,,,,,,,,,,,,
"V2574",2013-05-27,,,,,,,,,,,,,,
"V2575",2013-05-28,,14.7299,14.9699,15.6001,,16.5,,16.7999,,,,17.8,,
"V2576",2013-05-29,,,,,,,,,,,,,,
"V2577",2013-05-30,,,,,,,,,,,,,,
"V2578",2013-05-31,,,,,,,,,,,,,,
"V2579",2013-06-03,,,,,,,,,,,,,,
"V2580",2013-06-04,,14.7299,14.9699,15.6818,,16.4498,,16.9626,,,17.7998,,,
"V2581",2013-06-05,,,,,,,,,,,,,,
"V2582",2013-06-06,,,,,,,,,,,,,,
"V2583",2013-06-07,,,,,,,,,,,,,,
"V2584",2013-06-10,,,,,,,,,,,,,,
"V2585",2013-06-11,,,15.2501,15.7931,,16.4,,16.9,,,17.7499,,,
"V2586",2013-06-12,,,,,,,,,,,,,,
"V2587",2013-06-13,,,,,,,,,,,,,,
"V2588",2013-06-14,,,,,,,,,,,,,,
"V2589",2013-06-17,,,,,,,,,,,,,,
"V2590",2013-06-18,,,15.5001,15.9073,,16.5102,,17.0375,,,,17.95,,
"V2591",2013-06-19,,,,,,,,,,,,,,
"V2592",2013-06-24,,,,,,,,,,,,,,
"V2593",2013-06-25,,,15.5001,16,16.5,,16.9999,,,,,17.9432,,
"V2594",2013-06-26,,,,,,,,,,,,,,
"V2595",2013-06-27,,,,,,,,,,,,,,
"V2596",2013-06-28,,,,,,,,,,,,,,
"V2597",2013-07-01,,,,,,,,,,,,,,
"V2598",2013-07-02,,,15.5001,15.9996,16.3999,,16.9499,,,,17.8936,,,
"V2599",2013-07-03,,,,,,,,,,,,,,
"V2600",2013-07-04,,,,,,,,,,,,,,
"V2601",2013-07-05,,,,,,,,,,,,,,
"V2602",2013-07-08,,,15.5001,15.8999,16.3199,,16.8965,,,,17.8606,,,
"V2603",2013-07-10,,,,,,,,,,,,,,
"V2604",2013-07-11,,,,,,,,,,,,,,
"V2605",2013-07-12,,,,,,,,,,,,,,
"V2606",2013-07-15,,,,,,,,,,,,,,
"V2607",2013-07-16,,,15.5001,16.0671,16.4907,,16.8244,,,,,17.95,,
"V2608",2013-07-17,,,,,,,,,,,,,,
"V2609",2013-07-18,,,,,,,,,,,,,,
"V2610",2013-07-19,,,,,,,,,,,,,,
"V2611",2013-07-22,,,,,,,,,,,,,,
"V2612",2013-07-23,,14.94,15.3598,15.9056,16.3975,,16.8244,,,,,,,
"V2613",2013-07-24,,,,,,,,,,,,,,
"V2614",2013-07-25,,,,,,,,,,,,,,
"V2615",2013-07-26,,,,,,,,,,,,,,
"V2616",2013-07-29,,,,,,,,,,,,,,
"V2617",2013-07-30,,,15.2198,15.6299,16.3018,16.7514,,,,,,17.9246,,
"V2618",2013-07-31,,,,,,,,,,,,,,
"V2619",2013-08-01,,,,,,,,,,,,,,
"V2620",2013-08-02,,,,,,,,,,,,,,
"V2621",2013-08-05,,,,,,,,,,,,,,
"V2622",2013-08-06,,,15.49,15.9826,16.2076,16.6748,,,,,,17.8794,,
"V2623",2013-08-07,,,,,,,,,,,,,,
"V2624",2013-08-08,,,,,,,,,,,,,,
"V2625",2013-08-09,,,,,,,,,,,,,,
"V2626",2013-08-12,,,,,,,,,,,,,,
"V2627",2013-08-13,,14.94,15.3499,15.9826,16.3557,,16.8602,,,,,17.8794,,
"V2628",2013-08-14,,,,,,,,,,,,,,
"V2629",2013-08-15,,,,,,,,,,,,,,
"V2630",2013-08-16,,,,,,,,,,,,,,
"V2631",2013-08-20,,14.94,15.4799,15.996,16.4188,,16.7971,,,,,17.8794,,
"V2632",2013-08-21,,,,,,,,,,,,,,
"V2633",2013-08-22,,,,,,,,,,,,,,
"V2634",2013-08-23,,,,,,,,,,,,,,
"V2635",2013-08-26,,,,,,,,,,,,,,
"V2636",2013-08-27,,,15.4799,15.996,16.4188,,16.7971,,,,,17.8794,,
"V2637",2013-08-28,,,,,,,,,,,,,,
"V2638",2013-08-29,,,,,,,,,,,,,,
"V2639",2013-08-30,,,,,,,,,,,,,,
"V2640",2013-09-02,,,,,,,,,,,,,,
"V2641",2013-09-03,,,15.3399,15.87,16.3319,,16.7999,,,,,17.9056,,
"V2642",2013-09-04,,,,,,,,,,,,,,
"V2643",2013-09-05,,,,,,,,,,,,,,
"V2644",2013-09-06,,,,,,,,,,,,,,
"V2645",2013-09-09,,,,,,,,,,,,,,
"V2646",2013-09-10,,,15.3399,15.7421,16.2367,,16.733,,,,,17.8595,,
"V2647",2013-09-11,,,,,,,,,,,,,,
"V2648",2013-09-12,,,,,,,,,,,,,,
"V2649",2013-09-13,,,,,,,,,,,,,,
"V2650",2013-09-16,,,,,,,,,,,,,,
"V2651",2013-09-17,,,15.49,15.8292,,16.4493,16.9208,,,,,17.8879,,
"V2652",2013-09-18,,,,,,,,,,,,,,
"V2653",2013-09-19,,,,,,,,,,,,,,
"V2654",2013-09-20,,,,,,,,,,,,,,
"V2655",2013-09-23,,,,,,,,,,,,,,
"V2656",2013-09-24,,,15.2002,15.8292,,16.5673,16.9208,,,,,17.8879,,
"V2657",2013-09-25,,,,,,,,,,,,,,
"V2658",2013-09-26,,,,,,,,,,,,,,
"V2659",2013-09-27,,,,,,,,,,,,,,
"V2660",2013-09-30,,,,,,,,,,,,,,
"V2661",2013-10-01,,,15.3499,15.8292,,16.4854,16.862,,,,,17.8419,,
"V2662",2013-10-02,,,,,,,,,,,,,,
"V2663",2013-10-03,,,,,,,,,,,,,,
"V2664",2013-10-04,,,,,,,,,,,,,,
"V2665",2013-10-07,,,,,,,,,,,,,,
"V2666",2013-10-08,,,15.2101,15.8292,,16.4944,16.9087,,,,,17.8419,,
"V2667",2013-10-09,,,,,,,,,,,,,,
"V2668",2013-10-10,,,,,,,,,,,,,,
"V2669",2013-10-11,,,,,,,,,,,,,,
"V2670",2013-10-15,,,15.19,15.911,,16.4127,16.85,,,,,17.8419,,
"V2671",2013-10-16,,,,,,,,,,,,,,
"V2672",2013-10-17,,,,,,,,,,,,,,
"V2673",2013-10-18,,,,,,,,,,,,,,
"V2674",2013-10-21,,,,,,,,,,,,,,
"V2675",2013-10-22,,,15.0599,15.8004,16.331,,16.7861,,,,,17.7945,,
"V2676",2013-10-23,,,,,,,,,,,,,,
"V2677",2013-10-24,,,,,,,,,,,,,,
"V2678",2013-10-25,,,,,,,,,,,,,,
"V2679",2013-10-28,,,,,,,,,,,,,,
"V2680",2013-10-29,,14.9301,15.3201,15.6835,16.24,,16.7198,,,,,17.7465,,
"V2681",2013-10-30,,,,,,,,,,,,,,
"V2682",2013-10-31,,,,,,,,,,,,,,
"V2683",2013-11-01,,,,,,,,,,,,,,
"V2684",2013-11-04,,,,,,,,,,,,,,
"V2685",2013-11-05,,,15.3002,15.8516,16.1364,,16.7617,,,,,17.8127,,
"V2686",2013-11-07,,,,,,,,,,,,,,
"V2687",2013-11-08,,,,,,,,,,,,,,
"V2688",2013-11-11,,,,,,,,,,,,,,
"V2689",2013-11-12,,,15.19,15.7655,16.0586,,16.7,,,,,17.7717,,
"V2690",2013-11-13,,,,,,,,,,,,,,
"V2691",2013-11-14,,,,,,,,,,,,,,
"V2692",2013-11-15,,,,,,,,,,,,,,
"V2693",2013-11-18,,,,,,,,,,,,,,
"V2694",2013-11-19,,,15.19,15.7655,,,16.6276,,,,,17.723,,
"V2695",2013-11-20,,,,,,,,,,,,,,
"V2696",2013-11-21,,,,,,,,,,,,,,
"V2697",2013-11-22,,,,,,,,,,,,,,
"V2698",2013-11-26,,,15.4298,15.8721,,16.5527,,,,,17.6732,,,
"V2699",2013-11-27,,,,,,,,,,,,,,
"V2700",2013-11-28,,,,,,,,,,,,,,
"V2701",2013-11-29,,,,,,,,,,,,,,
"V2702",2013-12-02,,,,,,,,,,,,,,
"V2703",2013-12-03,,,15.4298,15.6577,16.0916,16.5527,,,,,,17.7141,,
"V2704",2013-12-04,,,,,,,,,,,,,,
"V2705",2013-12-05,,,,,,,,,,,,,,
"V2706",2013-12-06,,,,,,,,,,,,,,
"V2707",2013-12-09,,,,,,,,,,,,,,
"V2708",2013-12-10,,,15.4298,15.67,16.0049,16.4799,,,,,17.6636,,,
"V2709",2013-12-11,,,,,,,,,,,,,,
"V2710",2013-12-12,,,,,,,,,,,,,,
"V2711",2013-12-13,,,,,,,,,,,,,,
"V2712",2013-12-16,,,,,,,,,,,,,,
"V2713",2013-12-17,,,15.4298,15.7445,16.1619,,16.5792,,,,17.457,,,
"V2714",2013-12-18,,,,,,,,,,,,,,
"V2715",2013-12-19,,,,,,,,,,,,,,
"V2716",2013-12-20,,,,,,,,,,,,,,
"V2717",2013-12-23,,,15.2902,,,16.2911,16.8001,,,,,17.7709,,
"V2718",2013-12-26,,,,,,,,,,,,,,
"V2719",2013-12-27,,,,,,,,,,,,,,
"V2720",2013-12-30,,,16,16.3498,16.7455,,17.0965,,,,,17.9023,,
"V2721",2014-01-02,,,,,,,,,,,,,,
"V2722",2014-01-03,,,,,,,,,,,,,,
"V2723",2014-01-06,,,,,,,,,,,,,,
"V2724",2014-01-07,,,16.19,16.4999,16.7999,,17.0589,,,,,17.8678,,
"V2725",2014-01-08,,,,,,,,,,,,,,
"V2726",2014-01-09,,,,,,,,,,,,,,
"V2727",2014-01-10,,,,,,,,,,,,,,
"V2728",2014-01-13,,,,,,,,,,,,,,
"V2729",2014-01-14,,,17.9898,18.1968,18.6321,,18.9398,,,,,19.6144,,
"V2730",2014-01-15,,,,,,,,,,,,,,
"V2731",2014-01-16,,,,,,,,,,,,,,
"V2732",2014-01-17,,,,,,,,,,,,,,
"V2733",2014-01-20,,,,,,,,,,,,,,
"V2734",2014-01-21,,,19.89,,,20.4712,20.6897,,20.9238,,,21.2644,,
"V2735",2014-01-22,,,,,,,,,,,,,,
"V2736",2014-01-23,,,,,,,,,,,,,,
"V2737",2014-01-24,,,,,,,,,,,,,,
"V2738",2014-01-27,,,,,,,,,,,,,,
"V2739",2014-01-28,,25.5201,25.89,,,26.4629,26.6342,,26.8945,,,27.2334,,
"V2740",2014-01-29,,,,,,,,,,,,,,
"V2741",2014-01-30,,,,,,,,,,,,,,
"V2742",2014-01-31,,,,,,,,,,,,,,
"V2743",2014-02-03,,,,,,,,,,,,,,
"V2744",2014-02-04,,28.5198,28.7998,,29.2337,29.5486,,,29.8945,,,30.2335,,
"V2745",2014-02-05,,,,,,,,,,,,,,
"V2746",2014-02-06,,,,,,,,,,,,,,
"V2747",2014-02-07,,,,,,,,,,,,,,
"V2748",2014-02-10,,,,,,,,,,,,,,
"V2749",2014-02-11,,,28.7098,,29.2502,,29.5764,,29.9254,,30.2027,,,
"V2750",2014-02-12,,,,,,,,,,,,,,
"V2751",2014-02-13,,,,,,,,,,,,,,
"V2752",2014-02-14,,,,,,,,,,,,,,
"V2753",2014-02-17,,,,,,,,,,,,,,
"V2754",2014-02-18,,,28.7098,29.1853,,29.5355,,,29.8963,,30.2027,,,
"V2755",2014-02-19,,,,,,,,,,,,,,
"V2756",2014-02-20,,,,,,,,,,,,,,
"V2757",2014-02-21,,,,,,,,,,,,,,
"V2758",2014-02-24,,,,,,,,,,,,,,
"V2759",2014-02-25,,,28.7098,29.1204,,29.4917,,,29.8663,,30.172,,,
"V2760",2014-02-26,,,,,,,,,,,,,,
"V2761",2014-02-27,,,,,,,,,,,,,,
"V2762",2014-02-28,,,,,,,,,,,,,,
"V2763",2014-03-05,,,28.7098,29.127,,,29.5541,,29.8969,,30.1986,30.3056,,
"V2764",2014-03-06,,,,,,,,,,,,,,
"V2765",2014-03-07,,,,,,,,,,,,,,
"V2766",2014-03-10,,,,,,,,,,,,,,
"V2767",2014-03-11,,,28.78,29.0998,,29.3808,,,29.8969,,30.1981,30.3056,,
"V2768",2014-03-12,,,,,,,,,,,,,,
"V2769",2014-03-13,,,,,,,,,,,,,,
"V2770",2014-03-14,,,,,,,,,,,,,,
"V2771",2014-03-17,,,,,,,,,,,,,,
"V2772",2014-03-18,,,28.8601,29.0225,29.36,,,,29.86,,30.1159,30.3063,,
"V2773",2014-03-19,,,,,,,,,,,,,,
"V2774",2014-03-20,,,,,,,,,,,,,,
"V2775",2014-03-21,,,,,,,,,,,,,,
"V2776",2014-03-25,,,28.78,28.9999,,29.4314,,29.8243,,,30.0876,30.2791,,
"V2777",2014-03-26,,,,,,,,,,,,,,
"V2778",2014-03-27,,,,,,,,,,,,,,
"V2779",2014-03-28,,,,,,,,,,,,,,
"V2780",2014-03-31,,,,,,,,,,,,,,
"V2781",2014-04-01,,,28.88,29.0751,29.3001,29.4979,,,29.8495,,,30.2204,,
"V2782",2014-04-03,,,,,,,,,,,,,,
"V2783",2014-04-04,,,,,,,,,,,,,,
"V2784",2014-04-07,,,,,,,,,,,,,,
"V2785",2014-04-08,,,28.88,29.0167,29.2616,29.5039,,29.8195,,,,30.2816,,
"V2786",2014-04-09,,,,,,,,,,,,,,
"V2787",2014-04-10,,,,,,,,,,,,,,
"V2788",2014-04-11,,,,,,,,,,,,,,
"V2789",2014-04-14,,,,,,,,,,,,,,
"V2790",2014-04-15,,,27.8801,28.0656,28.2125,28.4628,,28.7842,,,,29.2815,,
"V2791",2014-04-16,,,,,,,,,,,,,,
"V2792",2014-04-21,,,,,,,,,,,,,,
"V2793",2014-04-22,,,27.7999,28.0038,,28.3705,28.5998,,,,29.0768,29.2815,,
"V2794",2014-04-23,,,,,,,,,,,,,,
"V2795",2014-04-24,,,,,,,,,,,,,,
"V2796",2014-04-25,,,,,,,,,,,,,,
"V2797",2014-04-28,,,,,,,,,,,,,,
"V2798",2014-04-29,,,27.7999,28.0954,28.3247,,28.5616,,,29.0451,,29.2522,,
"V2799",2014-04-30,,,,,,,,,,,,,,
"V2800",2014-05-05,,,,,,,,,,,,,,
"V2801",2014-05-06,,,26.8,27.1001,27.2789,,27.522,,,28.0129,,28.2225,,
"V2802",2014-05-07,,,,,,,,,,,,,,
"V2803",2014-05-08,,,,,,,,,,,,,,
"V2804",2014-05-09,,,,,,,,,,,,,,
"V2805",2014-05-12,,,,,,,,,,,,,,
"V2806",2014-05-13,,,26.8002,27.1001,,27.36,27.5547,,,27.9802,28.1925,,,
"V2807",2014-05-14,,,,,,,,,,,,,,
"V2808",2014-05-15,,,,,,,,,,,,,,
"V2809",2014-05-16,,,,,,,,,,,,,,
"V2810",2014-05-19,,,,,,,,,,,,,,
"V2811",2014-05-20,,,26.8599,27.1001,,27.4001,,27.7199,,,28.0711,28.2834,,
"V2812",2014-05-21,,,,,,,,,,,,,,
"V2813",2014-05-22,,,,,,,,,,,,,,
"V2814",2014-05-23,,,,,,,,,,,,,,
"V2815",2014-05-26,,,,,,,,,,,,,,
"V2816",2014-05-27,,,26.7301,27.1001,,27.3572,,27.7518,,28.0392,,28.2834,,
"V2817",2014-05-28,,,,,,,,,,,,,,
"V2818",2014-05-29,,,,,,,,,,,,,,
"V2819",2014-05-30,,,,,,,,,,,,,,
"V2820",2014-06-02,,,,,,,,,,,,,,
"V2821",2014-06-03,,,26.8599,27.1001,27.3143,,,27.7135,,28.0099,,28.281,,
"V2822",2014-06-04,,,,,,,,,,,,,,
"V2823",2014-06-05,,,,,,,,,,,,,,
"V2824",2014-06-06,,,,,,,,,,,,,,
"V2825",2014-06-09,,,,,,,,,,,,,,
"V2826",2014-06-10,,,26.8599,27.1001,27.27,,,27.65,,27.977,,28.2508,,
"V2827",2014-06-11,,,,,,,,,,,,,,
"V2828",2014-06-12,,,,,,,,,,,,,,
"V2829",2014-06-13,,,,,,,,,,,,,,
"V2830",2014-06-16,,,,,,,,,,,,,,
"V2831",2014-06-17,,,26.8002,27.1001,27.2276,,27.6199,,27.9043,,,28.2508,,
"V2832",2014-06-18,,,,,,,,,,,,,,
"V2833",2014-06-19,,,,,,,,,,,,,,
"V2834",2014-06-23,,,,,,,,,,,,,,
"V2835",2014-06-24,,,26.8002,27.132,27.196,,27.5842,,,,28.0618,28.2508,,
"V2836",2014-06-25,,,,,,,,,,,,,,
"V2837",2014-06-26,,,,,,,,,,,,,,
"V2838",2014-06-27,,,,,,,,,,,,,,
"V2839",2014-06-30,,,,,,,,,,,,,,
"V2840",2014-07-01,,,26.8,27.1001,27.2312,,27.5842,,,,28.0618,28.2508,,
"V2841",2014-07-02,,,,,,,,,,,,,,
"V2842",2014-07-03,,,,,,,,,,,,,,
"V2843",2014-07-04,,,,,,,,,,,,,,
"V2844",2014-07-07,,,,,,,,,,,,,,
"V2845",2014-07-08,,,26.7899,27.0899,27.2,,27.61,,,28.06,,28.25,,
"V2846",2014-07-10,,,,,,,,,,,,,,
"V2847",2014-07-11,,,,,,,,,,,,,,
"V2848",2014-07-14,,,,,,,,,,,,,,
"V2849",2014-07-15,,,26.8599,27.1001,,27.3499,27.5801,,,28.0303,,28.29,,
"V2850",2014-07-16,,,,,,,,,,,,,,
"V2851",2014-07-17,,,,,,,,,,,,,,
"V2852",2014-07-18,,,,,,,,,,,,,,
"V2853",2014-07-21,,,,,,,,,,,,,,
"V2854",2014-07-22,,,26.7801,27.1355,,27.3198,27.5418,,,27.9958,,28.2251,,
"V2855",2014-07-23,,,,,,,,,,,,,,
"V2856",2014-07-24,,,,,,,,,,,,,,
"V2857",2014-07-25,,,,,,,,,,,,,,
"V2858",2014-07-28,,,,,,,,,,,,,,
"V2859",2014-07-29,,,26.7801,27.1355,27.2892,,27.5,,,27.9259,,28.2251,,
"V2860",2014-07-30,,,,,,,,,,,,,,
"V2861",2014-07-31,,,,,,,,,,,,,,
"V2862",2014-08-01,,,,,,,,,,,,,,
"V2863",2014-08-04,,,,,,,,,,,,,,
"V2864",2014-08-05,,,26.8599,27.14,27.2892,,27.5,,,27.9591,,28.2915,,
"V2865",2014-08-06,,,,,,,,,,,,,,
"V2866",2014-08-07,,,,,,,,,,,,,,
"V2867",2014-08-08,,,,,,,,,,,,,,
"V2868",2014-08-11,,,,,,,,,,,,,,
"V2869",2014-08-12,,,25.8598,26.0801,,27,,26.6025,,27.0256,,27.8,,
"V2870",2014-08-13,,,,,,,,,,,,,,
"V2871",2014-08-14,,,,,,,,,,,,,,
"V2872",2014-08-15,,,,,,,,,,,,,,
"V2873",2014-08-19,,,25.9299,27.2498,,27.3499,,26.6766,,27.0256,,27.5001,,
"V2874",2014-08-20,,,,,,,,,,,,,,
"V2875",2014-08-21,,,,,,,,,,,,,,
"V2876",2014-08-22,,,,,,,,,,,,,,
"V2877",2014-08-25,,,,,,,,,,,,,,
"V2878",2014-08-26,,,26.8599,27.3701,,28.2499,,28.3,,28.3501,,28.5,,
"V2879",2014-08-27,,,,,,,,,,,,,,
"V2880",2014-08-28,,,,,,,,,,,,,,
"V2881",2014-08-29,,,,,,,,,,,,,,
"V2882",2014-09-01,,,,,,,,,,,,,,
"V2883",2014-09-02,,,26.8599,27.3701,,28.8416,,28.995,,29.1445,,29.2813,,
